chr2	34300000	34800000
chr2	43000000	43900000
chr2	152950000	153550000
chr2	6650000	6900000
chr2	49100000	49800000
chr2	206100000	206550000
chr2	62650000	63050000
chr2	147700000	148650000
chr2	120450000	121100000
chr2	124800000	127100000
chr2	165500000	165800000
chr2	148700000	149050000
chr2	200800000	201450000
chr2	190450000	191900000
chr2	61400000	61950000
chr2	74050000	74400000
chr2	12900000	13150000
chr2	208450000	208950000
chr2	167350000	168150000
chr2	9650000	9900000
chr2	213550000	213850000
chr2	164150000	164550000
chr2	186000000	186350000
chr2	156200000	156800000
chr2	149850000	150200000
chr2	159950000	160850000
chr2	25400000	25850000
chr2	177000000	178700000
chr2	188850000	189300000
chr2	168600000	168850000
chr2	67700000	67950000
chr2	159700000	160900000
chr2	82300000	82800000
chr2	27600000	27850000
chr2	37300000	39050000
chr2	173400000	173650000
chr2	203400000	204300000
chr2	183050000	183550000
chr2	55950000	57750000
chr2	48800000	50700000
chr2	231000000	231700000
chr2	25350000	25950000
chr2	58950000	59200000
chr2	154500000	155200000
chr2	200400000	200650000
chr2	172500000	173000000
chr2	25400000	25900000
chr2	210500000	210800000
chr2	199250000	200400000
chr2	102500000	102900000
chr2	220800000	222850000
chr2	13150000	15350000
chr2	149850000	150400000
chr2	188350000	190300000
chr2	99300000	99650000
chr2	27150000	27600000
chr2	231950000	232350000
chr2	210150000	211100000
chr2	160900000	161150000
chr2	197650000	198300000
chr2	161150000	161900000
chr2	216250000	216800000
chr2	51950000	52500000
chr2	148700000	149800000
chr2	55950000	56400000
chr2	138650000	139600000
chr2	8900000	9250000
chr2	80250000	81100000
chr2	73000000	73450000
chr2	191900000	192250000
chr2	125500000	127000000
chr2	179250000	179550000
chr2	174300000	174600000
chr2	119650000	119950000
chr2	209250000	211100000
chr2	32950000	33900000
chr2	42700000	42950000
chr2	128000000	129050000
chr2	219800000	220250000
chr2	35350000	35600000
chr2	220550000	222850000
chr2	134600000	135650000
chr2	34550000	34850000
chr2	120350000	121150000
chr2	137600000	138250000
chr2	234850000	235450000
chr2	204750000	205050000
chr2	28750000	29100000
chr2	7250000	7500000
chr2	118750000	120100000
chr2	150450000	152100000
chr2	65950000	68150000
chr2	76000000	76350000
chr2	237200000	238000000
chr2	33200000	33600000
chr2	73900000	74850000
chr2	155250000	156150000
chr2	217100000	217350000
chr2	37350000	39000000
chr2	99100000	99450000
chr2	125550000	125850000
chr2	39250000	39500000
chr2	165850000	166150000
chr2	236650000	237200000
chr2	191200000	191700000
chr2	222850000	223150000
chr2	181950000	182350000
chr2	36600000	36900000
chr2	71500000	71750000
chr2	163400000	163750000
chr2	122700000	124750000
chr2	227900000	228150000
chr2	65450000	65800000
chr2	229600000	230100000
chr2	148700000	149000000
chr2	61450000	61750000
chr2	64250000	64750000
chr2	234800000	237200000
chr2	76350000	76850000
chr2	178650000	178900000
chr2	218650000	219050000
chr2	98300000	99150000
chr2	169200000	169600000
chr2	27950000	28700000
chr2	60950000	61250000
chr2	222600000	222850000
chr2	15800000	16050000
chr2	37000000	39150000
chr2	201650000	202100000
chr2	105650000	105950000
chr2	121450000	122100000
chr2	171850000	172300000
chr2	12300000	12900000
chr2	128250000	128650000
chr2	53750000	54050000
chr2	67950000	68250000
chr2	157550000	158100000
chr2	200850000	201400000
chr2	153250000	153500000
chr2	168700000	169000000
chr2	183550000	183900000
chr2	73850000	74900000
chr2	9900000	10200000
chr2	177000000	177300000
chr2	51300000	51950000
chr2	163750000	165500000
chr2	143450000	143750000
chr2	21650000	21900000
chr2	237150000	238050000
chr2	8150000	8450000
chr2	48850000	50750000
chr2	234350000	234750000
chr2	171800000	172400000
chr2	226650000	227700000
chr2	173600000	173850000
chr2	122600000	124700000
chr2	205100000	206550000
chr2	155750000	156150000
chr2	66650000	67500000
chr2	160900000	161200000
chr2	232700000	233400000
chr2	235150000	235450000
chr2	134500000	136500000
chr2	152450000	152850000
chr2	23950000	24500000
chr2	201700000	202100000
chr2	203100000	203350000
chr2	48950000	50750000
chr2	32000000	32850000
chr2	48800000	49750000
chr2	44700000	45200000
chr2	185200000	185450000
chr2	69550000	71200000
chr2	34300000	34850000
chr2	175550000	176100000
chr2	232350000	232700000
chr2	150450000	152000000
chr2	68900000	69150000
chr2	220250000	220500000
chr2	189400000	189850000
chr2	73100000	74900000
chr2	152100000	152350000
chr2	24350000	24600000
chr2	156700000	156950000
chr2	62100000	63000000
chr2	211400000	211900000
chr2	166250000	166650000
chr2	136550000	137100000
chr2	220300000	220550000
chr2	18600000	20100000
chr2	158900000	159700000
chr2	196200000	196600000
chr2	213750000	214100000
chr2	217550000	217800000
chr2	43150000	43800000
chr2	11250000	11600000
chr2	176950000	178700000
chr2	213550000	214100000
chr2	14850000	15100000
chr2	169150000	169650000
chr2	181000000	181500000
chr2	170800000	171700000
chr2	31650000	31900000
chr2	163700000	164000000
chr2	36200000	36450000
chr2	40050000	41050000
chr2	209250000	211200000
chr2	8450000	8700000
chr2	193050000	193550000
chr2	53650000	53900000
chr2	65850000	66100000
chr2	135700000	136000000
chr2	143400000	143750000
chr2	186350000	188350000
chr2	18650000	19650000
chr2	60450000	60900000
chr2	232750000	233200000
chr2	219850000	220250000
chr2	179750000	180050000
chr2	19000000	19400000
chr2	120100000	121850000
chr2	149850000	150450000
chr2	113800000	114250000
chr2	42600000	42950000
chr2	223500000	223850000
chr2	190950000	191200000
chr2	166200000	166750000
chr2	197900000	198300000
chr2	237200000	238050000
chr2	165550000	165850000
chr2	169150000	169800000
chr2	181000000	181450000
chr2	45850000	46200000
chr2	105900000	107200000
chr2	21250000	21550000
chr2	32950000	33850000
chr2	214100000	215200000
chr2	147450000	148700000
chr2	199800000	200100000
chr2	148700000	149300000
chr2	26600000	27000000
chr2	190600000	190950000
chr2	173650000	175400000
chr2	148700000	148950000
chr2	13550000	13950000
chr2	234950000	235450000
chr2	182350000	182600000
chr2	160100000	160600000
chr2	231050000	231600000
chr2	190500000	190950000
chr2	118950000	119650000
chr2	238750000	239200000
chr2	21150000	23900000
chr2	167050000	167350000
chr2	233900000	234200000
chr2	173500000	173800000
chr2	171050000	171700000
chr2	165600000	165850000
chr2	7550000	8900000
chr2	49150000	49800000
chr2	222850000	223100000
chr2	141300000	141650000
chr2	27000000	27650000
chr2	216150000	217050000
chr2	159700000	162150000
chr2	174150000	175250000
chr2	130900000	131250000
chr2	176200000	176800000
chr2	143750000	144100000
chr2	122700000	124400000
chr2	184100000	184450000
chr2	44250000	44600000
chr2	186050000	188350000
chr2	183000000	184050000
chr2	43000000	43850000
chr2	171800000	172350000
chr2	221500000	222450000
chr2	195750000	196100000
chr2	10950000	13150000
chr2	134050000	134300000
chr2	228500000	228750000
chr2	63850000	64150000
chr2	144300000	144600000
chr2	183000000	183550000
chr2	173850000	174250000
chr2	58700000	59000000
chr2	130900000	132350000
chr2	213800000	214150000
chr2	147450000	147700000
chr2	241400000	241650000
chr2	41650000	42050000
chr2	102600000	102900000
chr2	25950000	26550000
chr2	159700000	159950000
chr2	203350000	204300000
chr2	62700000	63050000
chr2	139150000	139400000
chr2	174250000	174600000
chr2	213850000	214100000
chr2	180250000	180800000
chr2	45200000	45600000
chr2	98300000	99300000
chr2	7850000	8150000
chr2	235450000	236050000
chr2	37050000	39100000
chr2	118750000	119000000
chr2	71450000	71750000
chr2	184200000	184450000
chr2	211400000	212050000
chr2	212050000	213450000
chr2	187700000	188350000
chr2	134600000	135200000
chr2	170800000	171050000
chr2	25500000	25800000
chr2	233700000	234200000
chr2	66500000	68150000
chr2	49750000	50750000
chr2	137600000	138600000
chr2	228750000	230300000
chr2	232600000	233400000
chr2	222550000	222850000
chr2	146700000	147100000
chr2	33900000	35700000
chr2	66000000	66300000
chr2	55950000	57800000
chr2	7300000	7550000
chr2	166200000	166800000
chr2	204050000	204300000
chr2	11950000	13150000
chr2	140150000	143000000
chr2	27650000	27900000
chr2	53900000	55900000
chr2	54000000	55900000
chr2	236050000	236450000
chr2	60900000	61250000
chr2	108950000	109350000
chr2	147400000	147750000
chr2	132200000	134150000
chr2	161150000	161850000
chr2	81700000	81950000
chr2	198250000	198650000
chr2	148700000	150350000
chr2	43900000	44150000
chr2	156200000	156700000
chr2	26100000	27900000
chr2	75100000	75850000
chr2	216300000	216800000
chr2	15350000	15750000
chr2	11900000	12900000
chr2	204950000	206800000
chr2	216300000	216750000
chr2	19650000	20050000
chr2	238000000	238400000
chr2	30950000	31650000
chr2	165850000	166200000
chr2	153800000	154400000
chr2	64100000	65850000
chr2	146800000	147100000
chr2	141000000	141300000
chr2	230200000	230550000
chr2	79300000	80150000
chr2	189900000	190300000
chr2	170750000	171150000
chr2	122100000	122550000
chr2	236050000	236650000
chr2	124600000	125500000
chr2	182600000	183000000
chr2	24000000	26600000
chr2	165850000	166100000
chr2	230600000	230850000
chr2	185850000	186100000
chr2	200500000	200750000
chr2	26000000	26600000
chr2	134600000	135250000
chr2	155250000	156200000
chr2	15100000	15750000
chr2	169000000	169800000
chr2	48050000	48700000
chr2	176950000	178650000
chr2	41550000	42050000
chr2	173850000	174100000
chr2	233400000	234250000
chr2	160600000	160850000
chr2	18950000	19550000
chr2	41050000	42050000
chr2	209250000	210150000
chr2	127800000	128250000
chr2	40050000	42050000
chr2	214100000	215300000
chr2	24000000	26100000
chr2	159300000	159600000
chr2	152100000	153600000
chr2	15050000	15750000
chr2	197950000	198250000
chr2	228200000	228500000
chr2	140500000	140750000
chr2	64200000	64750000
chr2	6550000	6900000
chr2	148250000	148500000
chr2	201150000	201400000
chr2	226650000	226950000
chr2	217550000	218600000
chr2	71400000	71750000
chr2	6250000	6650000
chr2	26150000	27000000
chr2	208400000	209250000
chr2	121450000	121800000
chr2	156200000	158100000
chr2	42600000	43000000
chr2	222500000	222850000
chr2	134850000	135150000
chr2	165550000	167100000
chr2	184950000	185200000
chr2	120400000	121100000
chr2	198700000	199000000
chr2	194100000	194500000
chr2	150450000	151950000
chr2	143000000	143400000
chr2	16950000	17500000
chr2	47200000	47600000
chr2	226650000	227950000
chr2	35950000	37050000
chr2	11950000	12300000
chr2	230200000	230450000
chr2	137200000	137500000
chr2	182600000	182850000
chr2	152100000	152400000
chr2	190950000	191900000
chr2	63050000	63800000
chr2	102150000	102450000
chr2	129100000	130700000
chr2	60950000	62650000
chr2	42700000	43050000
chr2	32100000	32350000
chr2	144850000	145200000
chr2	42050000	42600000
chr2	173500000	175300000
chr2	181900000	182600000
chr2	175250000	175600000
chr2	218600000	219000000
chr2	12850000	13150000
chr2	213500000	214100000
chr2	239800000	240950000
chr2	180850000	182950000
chr2	101200000	101600000
chr2	223150000	223500000
chr2	212500000	213450000
chr2	47600000	48050000
chr2	235450000	236600000
chr2	102000000	102500000
chr2	163950000	165550000
chr2	188750000	189300000
chr2	181850000	182600000
chr2	173400000	173700000
chr2	76000000	77050000
chr2	58950000	60450000
chr2	228750000	229600000
chr2	225950000	228000000
chr2	50800000	51250000
chr2	13200000	14850000
chr2	228750000	230150000
chr2	162300000	162850000
chr2	192650000	193050000
chr2	158100000	158850000
chr2	194900000	196950000
chr2	61250000	62100000
chr2	7550000	7850000
chr2	81500000	82300000
chr2	217050000	218900000
chr2	23950000	24400000
chr2	121100000	121450000
chr2	127250000	127550000
chr2	228750000	230550000
chr2	55900000	57800000
chr2	75950000	76900000
chr2	136150000	136500000
chr2	47200000	47550000
chr2	177000000	178650000
chr2	57900000	58850000
chr2	196150000	196600000
chr2	225950000	226550000
chr2	18900000	19600000
chr2	69750000	70100000
chr2	18600000	19650000
chr2	203400000	203800000
chr2	20600000	20850000
chr2	106700000	107150000
chr2	137500000	139600000
chr2	10950000	11250000
chr2	169200000	169500000
chr2	74850000	75100000
chr2	46200000	46700000
chr2	129050000	130700000
chr2	76900000	77150000
chr2	205050000	206800000
chr2	195800000	196200000
chr2	57800000	58950000
chr2	37300000	39000000
chr2	70100000	70500000
chr2	30400000	30800000
chr2	49800000	50700000
chr2	193400000	193800000
chr2	149300000	149800000
chr2	219100000	219800000
chr2	57900000	60900000
chr2	188500000	189350000
chr2	222900000	223150000
chr2	174950000	175250000
chr2	138650000	139500000
chr2	210150000	210500000
chr2	106350000	106600000
chr2	228000000	228750000
chr2	25400000	26000000
chr2	159950000	160900000
chr2	45800000	46200000
