chr2	0	650000	0
chr2	650000	1450000	0
chr2	1450000	1800000	0
chr2	1800000	3700000	0
chr2	3700000	4800000	3
chr2	3700000	5500000	2
chr2	3700000	6950000	1
chr2	3700000	7200000	0
chr2	4800000	5500000	3
chr2	5500000	6950000	2
chr2	6950000	7200000	1
chr2	7200000	8850000	0
chr2	8850000	9250000	1
chr2	8850000	9550000	0
chr2	9250000	9550000	1
chr2	9550000	10200000	1
chr2	9550000	10800000	0
chr2	10200000	10550000	2
chr2	10200000	10800000	1
chr2	10550000	10800000	2
chr2	10800000	11250000	1
chr2	10800000	11900000	0
chr2	11250000	11600000	2
chr2	11250000	11900000	1
chr2	11600000	11900000	2
chr2	11900000	12850000	1
chr2	11900000	13150000	0
chr2	12850000	13150000	1
chr2	13150000	14400000	2
chr2	13150000	15300000	1
chr2	13150000	15700000	0
chr2	14400000	14750000	3
chr2	14400000	15300000	2
chr2	14750000	15300000	3
chr2	15300000	15700000	1
chr2	15700000	16450000	0
chr2	16450000	16700000	0
chr2	16700000	17500000	1
chr2	16700000	17900000	0
chr2	17500000	17900000	1
chr2	17900000	18550000	1
chr2	17900000	20500000	0
chr2	18550000	18950000	3
chr2	18550000	19550000	2
chr2	18550000	20050000	1
chr2	18950000	19550000	3
chr2	19550000	20050000	2
chr2	20050000	20500000	1
chr2	20500000	20850000	1
chr2	20500000	24000000	0
chr2	20850000	21250000	3
chr2	20850000	23550000	2
chr2	20850000	24000000	1
chr2	21250000	21550000	4
chr2	21250000	23550000	3
chr2	21550000	22500000	4
chr2	22500000	23550000	4
chr2	23550000	24000000	2
chr2	24000000	24600000	1
chr2	24000000	26000000	0
chr2	24600000	25050000	2
chr2	24600000	25450000	1
chr2	25050000	25450000	2
chr2	25450000	26000000	1
chr2	26000000	26400000	1
chr2	26000000	27250000	0
chr2	26400000	27250000	1
chr2	27250000	27550000	0
chr2	27550000	27900000	1
chr2	27550000	29100000	0
chr2	27900000	28650000	2
chr2	27900000	29100000	1
chr2	28650000	29100000	2
chr2	29100000	29450000	0
chr2	29450000	30350000	0
chr2	30350000	30900000	2
chr2	30350000	32050000	1
chr2	30350000	32800000	0
chr2	30900000	31350000	3
chr2	30900000	31650000	2
chr2	31350000	31650000	3
chr2	31650000	32050000	2
chr2	32050000	32800000	1
chr2	32800000	33850000	0
chr2	33850000	34250000	2
chr2	33850000	35650000	1
chr2	33850000	37000000	0
chr2	34250000	34800000	4
chr2	34250000	35200000	3
chr2	34250000	35650000	2
chr2	34800000	35200000	4
chr2	35200000	35650000	3
chr2	35650000	36550000	1
chr2	36550000	37000000	1
chr2	37000000	37300000	0
chr2	37300000	38100000	4
chr2	37300000	38500000	3
chr2	37300000	38750000	2
chr2	37300000	39050000	1
chr2	37300000	39500000	0
chr2	38100000	38500000	4
chr2	38500000	38750000	3
chr2	38750000	39050000	2
chr2	39050000	39500000	1
chr2	39500000	40000000	0
chr2	40000000	40450000	2
chr2	40000000	41000000	1
chr2	40000000	42300000	0
chr2	40450000	41000000	2
chr2	40650000	41000000	3
chr2	41000000	41600000	2
chr2	41000000	42000000	1
chr2	41600000	42000000	2
chr2	42000000	42300000	1
chr2	42550000	43000000	0
chr2	43000000	43450000	1
chr2	43000000	43800000	0
chr2	43450000	43800000	1
chr2	43800000	44200000	1
chr2	43800000	47600000	0
chr2	44200000	44600000	2
chr2	44200000	45150000	1
chr2	44600000	45150000	2
chr2	45150000	45750000	1
chr2	45750000	46200000	1
chr2	46200000	46650000	1
chr2	46650000	47100000	1
chr2	47100000	47600000	1
chr2	47600000	48000000	0
chr2	48000000	48300000	1
chr2	48000000	48700000	0
chr2	48300000	48700000	1
chr2	48700000	49850000	1
chr2	48700000	50700000	0
chr2	49850000	50350000	2
chr2	49850000	50700000	1
chr2	50350000	50700000	2
chr2	50700000	51650000	2
chr2	50700000	53450000	1
chr2	50700000	54000000	0
chr2	51650000	52600000	2
chr2	52600000	53450000	2
chr2	53450000	54000000	1
chr2	54000000	54900000	1
chr2	54000000	55850000	0
chr2	54900000	55450000	1
chr2	55450000	55850000	1
chr2	55850000	56350000	0
chr2	56350000	57000000	1
chr2	56350000	57750000	0
chr2	57000000	57750000	1
chr2	57750000	58750000	2
chr2	57750000	60900000	1
chr2	57750000	61300000	0
chr2	58750000	60900000	2
chr2	60900000	61300000	1
chr2	61300000	62100000	1
chr2	61300000	64150000	0
chr2	62100000	62650000	2
chr2	62100000	64150000	1
chr2	62650000	63000000	2
chr2	63000000	63750000	2
chr2	63750000	64150000	2
chr2	64150000	64550000	1
chr2	64150000	65450000	0
chr2	64550000	65450000	1
chr2	65450000	65800000	0
chr2	65800000	66650000	1
chr2	65800000	68250000	0
chr2	66650000	67400000	2
chr2	66650000	68250000	1
chr2	67400000	68250000	2
chr2	68250000	68650000	0
chr2	69150000	69550000	0
chr2	69550000	70050000	0
chr2	70050000	70500000	0
chr2	70500000	70850000	1
chr2	70500000	71200000	0
chr2	70850000	71200000	1
chr2	71200000	71750000	1
chr2	71200000	73450000	0
chr2	71750000	72050000	3
chr2	71750000	72400000	2
chr2	71750000	73050000	1
chr2	72050000	72400000	3
chr2	72400000	73050000	2
chr2	73050000	73450000	1
chr2	73450000	73950000	1
chr2	73450000	74800000	0
chr2	73950000	74800000	1
chr2	74800000	75100000	1
chr2	74800000	75900000	0
chr2	75100000	75900000	1
chr2	75900000	76800000	2
chr2	75900000	77100000	1
chr2	75900000	79200000	0
chr2	76800000	77100000	2
chr2	77100000	78550000	2
chr2	77100000	79200000	1
chr2	78550000	79200000	2
chr2	79200000	80150000	0
chr2	80150000	80750000	1
chr2	80150000	81500000	0
chr2	80750000	81500000	1
chr2	81500000	82550000	2
chr2	81500000	84600000	1
chr2	81500000	85100000	0
chr2	82550000	83450000	2
chr2	83450000	84000000	2
chr2	84000000	84600000	2
chr2	84600000	85100000	1
chr2	85100000	85550000	1
chr2	85100000	85850000	0
chr2	85550000	85850000	1
chr2	85850000	86350000	0
chr2	86350000	87000000	0
chr2	88250000	89200000	0
chr2	96700000	97200000	0
chr2	97200000	97600000	0
chr2	98200000	99000000	0
chr2	99000000	99750000	0
chr2	99750000	100100000	0
chr2	100100000	100850000	1
chr2	100100000	101200000	0
chr2	100850000	101200000	1
chr2	101200000	101600000	1
chr2	101200000	101850000	0
chr2	101600000	101850000	1
chr2	101850000	102450000	1
chr2	101850000	103350000	0
chr2	102450000	103350000	1
chr2	103350000	104550000	1
chr2	103350000	105600000	0
chr2	104550000	105600000	1
chr2	105850000	107150000	0
chr2	107150000	108100000	1
chr2	107150000	108400000	0
chr2	108100000	108400000	1
chr2	108400000	108750000	0
chr2	108750000	109200000	0
chr2	109200000	110450000	0
chr2	111350000	111950000	0
chr2	112350000	113300000	0
chr2	113300000	114000000	0
chr2	114400000	114700000	0
chr2	114700000	115300000	1
chr2	114700000	118550000	0
chr2	115300000	115850000	1
chr2	115850000	117250000	1
chr2	117250000	118550000	1
chr2	118750000	119600000	1
chr2	118750000	120100000	0
chr2	119600000	120100000	1
chr2	120100000	120400000	1
chr2	120100000	122150000	0
chr2	120400000	120950000	1
chr2	120950000	121400000	1
chr2	121400000	121800000	1
chr2	121800000	122150000	1
chr2	122150000	122500000	0
chr2	122500000	123200000	2
chr2	122500000	123600000	1
chr2	122500000	124750000	0
chr2	123200000	123600000	2
chr2	123600000	124750000	1
chr2	124750000	125500000	2
chr2	124750000	126300000	1
chr2	124750000	127800000	0
chr2	125500000	126300000	2
chr2	126300000	127800000	1
chr2	127800000	128750000	0
chr2	128750000	130000000	1
chr2	128750000	130650000	0
chr2	130000000	130650000	1
chr2	132950000	133900000	1
chr2	132950000	134600000	0
chr2	133900000	134300000	2
chr2	133900000	134600000	1
chr2	134300000	134600000	2
chr2	134600000	135200000	1
chr2	134600000	135700000	0
chr2	135200000	135700000	1
chr2	135700000	136550000	0
chr2	136550000	137150000	1
chr2	136550000	138600000	0
chr2	137150000	137600000	1
chr2	137600000	138200000	2
chr2	137600000	138600000	1
chr2	138200000	138600000	2
chr2	138600000	139100000	1
chr2	138600000	139550000	0
chr2	139100000	139550000	1
chr2	139550000	140500000	1
chr2	139550000	143350000	0
chr2	140500000	141600000	1
chr2	141600000	142900000	1
chr2	142900000	143350000	1
chr2	143350000	143750000	0
chr2	143750000	146200000	2
chr2	143750000	146500000	1
chr2	143750000	147450000	0
chr2	146200000	146500000	2
chr2	146500000	147450000	1
chr2	147450000	147800000	1
chr2	147450000	148650000	0
chr2	147800000	148100000	1
chr2	148100000	148650000	1
chr2	148650000	149250000	0
chr2	149250000	149800000	0
chr2	149800000	150400000	0
chr2	150400000	151000000	2
chr2	150400000	151300000	1
chr2	150400000	152300000	0
chr2	151000000	151300000	2
chr2	151300000	152300000	1
chr2	152300000	152850000	1
chr2	152300000	153550000	0
chr2	152850000	153550000	1
chr2	153550000	154400000	1
chr2	153550000	156150000	0
chr2	154400000	155250000	1
chr2	155250000	156150000	1
chr2	156150000	156650000	2
chr2	156150000	157150000	1
chr2	156150000	158100000	0
chr2	156650000	157150000	2
chr2	157150000	158100000	1
chr2	158100000	158850000	1
chr2	158100000	159650000	0
chr2	158850000	159650000	1
chr2	159650000	160100000	0
chr2	160100000	160850000	0
chr2	160850000	162050000	0
chr2	162050000	163150000	0
chr2	163150000	163700000	1
chr2	163150000	164000000	0
chr2	163700000	164000000	1
chr2	164000000	164900000	1
chr2	164000000	165500000	0
chr2	164900000	165500000	1
chr2	165500000	165850000	1
chr2	165500000	166750000	0
chr2	165850000	166200000	1
chr2	166200000	166750000	1
chr2	166750000	167350000	0
chr2	167350000	168100000	1
chr2	167350000	168950000	0
chr2	168100000	168950000	1
chr2	168950000	169600000	1
chr2	168950000	170250000	0
chr2	169600000	170250000	1
chr2	170250000	170750000	1
chr2	170250000	171750000	0
chr2	170750000	171150000	1
chr2	171150000	171750000	1
chr2	171750000	172350000	0
chr2	172350000	173000000	1
chr2	172350000	173600000	0
chr2	173000000	173350000	1
chr2	173350000	173600000	1
chr2	173600000	173850000	1
chr2	173600000	175250000	0
chr2	173850000	175250000	1
chr2	175250000	176050000	1
chr2	175250000	178950000	0
chr2	176050000	176500000	2
chr2	176050000	176950000	1
chr2	176500000	176950000	2
chr2	176950000	177500000	2
chr2	176950000	178000000	1
chr2	177500000	178000000	2
chr2	178000000	178600000	1
chr2	178600000	178950000	1
chr2	178950000	179350000	0
chr2	179350000	180000000	0
chr2	180000000	180950000	0
chr2	180950000	181400000	1
chr2	180950000	181900000	0
chr2	181400000	181900000	1
chr2	181900000	182550000	0
chr2	182550000	183000000	0
chr2	183000000	183550000	0
chr2	183550000	183900000	0
chr2	183900000	184950000	3
chr2	183900000	185450000	2
chr2	183900000	187300000	1
chr2	183900000	187650000	0
chr2	184950000	185450000	3
chr2	185450000	186050000	2
chr2	186050000	186600000	3
chr2	186050000	187300000	2
chr2	186600000	187300000	3
chr2	187300000	187650000	1
chr2	187650000	188300000	0
chr2	188300000	188700000	2
chr2	188300000	189350000	1
chr2	188300000	190300000	0
chr2	188700000	189350000	2
chr2	189350000	189850000	1
chr2	189850000	190300000	1
chr2	190500000	191200000	1
chr2	190500000	191850000	0
chr2	191200000	191850000	1
chr2	191850000	192350000	0
chr2	192350000	192650000	0
chr2	192650000	193050000	0
chr2	193050000	193600000	2
chr2	193050000	194450000	1
chr2	193050000	196900000	0
chr2	193600000	194100000	3
chr2	193600000	194450000	2
chr2	194100000	194450000	3
chr2	194450000	194850000	1
chr2	194850000	195350000	3
chr2	194850000	195700000	2
chr2	194850000	196900000	1
chr2	195350000	195700000	3
chr2	195700000	196150000	2
chr2	196150000	196500000	2
chr2	196500000	196900000	2
chr2	196900000	197200000	1
chr2	196900000	197650000	0
chr2	197200000	197650000	1
